CustomerID,Name,Gender,Age,City,Signup_Date,Last_purchase_date,purchase_amount,feedback_score,email,Phone_number,Country
C30,Simran,,-5,Pune,11-10-2022,13-06-2024,-999,10,,,India
31,Sneha,,21,Mumbai,28-02-2025,,,10,user30mail.com,9919454989,USA
,Rahul,female,200,,,09-05-2024,41.61,,,0,Canada
C33,Ravi,,200,Chennai,30-11-2025,23-01-2024,,4,user32mail.com,,
,,M,-5,Kolkata,16-04-2023,06-04-2023,-999,,,9281075045,Canada
C35,Pooja,male,-5,,31-05-2023,,1380.12,,,,India
C36,Rahul,M,,Delhi,26-09-2024,,,,,abc123,Australia
37,Rahul,Male,200,Pune,,18-05-2025,-999,-1,user36@mail.com,9168733414,
38,Kiran,Female,200,Mumbai,,03-12-2025,-999,-1,user37mail.com,,India
39,Ankit,M,-5,Pune,12-10-2025,,870.32,1,,abc123,UK
40,Rahul,Male,,,26-06-2024,,N/A,-1,,0,India
41,Ravi,,42,Ahmedabad,08-01-2023,missing,N/A,-1,,abc123,Canada
,Simran,female,,,not_a_date,missing,N/A,1,user41@mail.com,,Canada
C43,Kiran,F,-5,,,missing,1719.83,5,user42mail.com,,Australia
,Kiran,Female,50,Chennai,13-11-2024,missing,N/A,-1,,0,Australia
45,Neha,Female,,Chennai,07-12-2022,,3631.99,-1,,0,Australia
,Neha,female,67,Ahmedabad,not_a_date,01-07-2022,1661.36,1,user45mail.com,0,USA
C47,Rahul,Male,47,Mumbai,25-10-2024,,-999,10,,9948909030,India
48,,Female,200,Pune,not_a_date,08-04-2022,,3,,0,India
C49,Sneha,Male,22,Mumbai,,15-03-2024,,5,user48@mail.com,,Australia
C50,Sneha,Female,38,Delhi,not_a_date,missing,3841.35,-1,,9125908338,
,,F,-5,Kolkata,not_a_date,,N/A,1,,abc123,Canada
C52,,M,52,,,,N/A,,,9821999811,UK
53,Rahul,Male,24,,not_a_date,14-06-2024,-999,,user52@mail.com,9246223934,UK
C54,Sneha,Female,200,Mumbai,25-07-2021,,3147.13,,,0,Australia
55,Amit,Male,,Pune,,missing,4911.38,-1,,,Australia
56,Rahul,female,,Chennai,not_a_date,missing,,1,,0,USA
57,Ravi,male,,Hyderabad,,28-07-2021,N/A,-1,,0,India
,Pooja,Female,200,Chennai,24-09-2023,missing,-999,-1,,9208493774,Canada
C59,Simran,F,-5,Mumbai,not_a_date,missing,N/A,-1,user58mail.com,0,Canada
,,male,57,Kolkata,not_a_date,missing,4812.75,10,,0,
61,Pooja,female,59,Kolkata,not_a_date,missing,,1,,0,Canada
,,Male,,Kolkata,12-04-2024,21-01-2026,,4,,,Australia
63,Pooja,,200,Ahmedabad,,missing,176.23,-1,user62@mail.com,0,
64,Ankit,M,200,Ahmedabad,not_a_date,missing,,10,user63@mail.com,,USA
65,Simran,,,Delhi,not_a_date,missing,940.07,1,user64mail.com,,USA
C66,Priya,,23,Ahmedabad,25-08-2025,missing,659.47,10,user65@mail.com,0,USA
67,Simran,male,,Ahmedabad,,missing,,-1,,9677889075,USA
C68,,Female,-5,Mumbai,30-12-2020,missing,N/A,10,,9450576722,India
69,Rahul,male,-5,Hyderabad,09-05-2022,18-11-2022,1019.16,3,,9828355744,
C70,Amit,M,200,Delhi,25-01-2022,,N/A,4,,abc123,Canada
C71,Sneha,M,200,Kolkata,23-11-2023,09-06-2023,-999,10,,,UK
C72,Sneha,,23,Mumbai,,05-10-2024,N/A,-1,user71mail.com,0,Australia
73,,F,,Bangalore,13-12-2025,,N/A,10,user72@mail.com,,
,Simran,Female,,Bangalore,22-09-2023,18-05-2023,,-1,user73@mail.com,,Canada
75,,Male,68,Mumbai,01-04-2021,missing,-999,-1,,abc123,UK
C76,Simran,female,,Hyderabad,,,1958.1,2,,,India
,,,,Bangalore,16-06-2021,missing,-999,2,user76@mail.com,9610832582,UK
78,Amit,,200,,20-06-2024,missing,2267.95,,user77mail.com,0,
79,Kiran,female,200,,11-11-2020,28-03-2022,,-1,,0,India
,Ankit,,200,Chennai,11-12-2021,,1517.55,1,user79@mail.com,abc123,USA
,Rahul,Female,,Delhi,,missing,-999,-1,,,UK
82,Pooja,Male,,Hyderabad,not_a_date,missing,477.91,-1,user81mail.com,,Australia
83,,Male,47,Bangalore,22-11-2025,missing,1105.17,,,,Australia
,Priya,Female,,Ahmedabad,not_a_date,missing,3720.97,2,,abc123,Canada
C85,Priya,male,51,Delhi,,,N/A,,user84mail.com,0,USA
86,Kiran,F,,Pune,,missing,N/A,,,abc123,UK
87,,male,-5,Kolkata,05-12-2020,missing,N/A,1,user86@mail.com,,Canada
88,Kiran,Male,,Delhi,,,,3,,9697738597,Australia
89,Rahul,,-5,Hyderabad,,,-999,10,user88@mail.com,abc123,
,Ankit,M,51,Hyderabad,,missing,-999,10,,,USA
91,Simran,Male,66,,,,-999,-1,user90@mail.com,,USA
C92,Ankit,,-5,Delhi,21-07-2025,,2589.13,,,0,UK
93,Ravi,female,,Pune,05-12-2023,missing,N/A,10,,,India
,,male,53,Kolkata,,,N/A,-1,user93@mail.com,9871388211,USA
C95,Amit,M,-5,Hyderabad,,missing,N/A,,,9387106416,
,Simran,M,-5,,03-02-2023,12-10-2020,N/A,10,,abc123,USA
C97,Simran,Male,,Pune,not_a_date,,N/A,-1,user96@mail.com,9762381262,Canada
C98,Kiran,Female,-5,,not_a_date,missing,-999,-1,,,
99,Amit,,-5,Bangalore,not_a_date,,N/A,5,,9486647874,India
C100,Priya,M,-5,Pune,not_a_date,missing,,-1,user99mail.com,,USA
C101,Neha,,43,Mumbai,,20-02-2022,,3,user100@mail.com,,India
102,Pooja,,200,Mumbai,15-09-2023,10-05-2022,N/A,,,abc123,Canada
,Simran,,-5,Mumbai,not_a_date,,,10,,0,UK
104,,M,,,09-09-2023,22-05-2022,-999,10,user103@mail.com,0,UK
,Rahul,,200,Kolkata,27-07-2021,,,10,,0,USA
106,Priya,F,200,Delhi,19-02-2023,missing,N/A,,user105@mail.com,,
107,Rahul,F,-5,Ahmedabad,26-04-2021,05-06-2024,N/A,,user106mail.com,0,Canada
,Pooja,male,200,Ahmedabad,,,-999,10,,0,Canada
C109,Ankit,male,200,,,,,10,,abc123,USA
110,,,200,Delhi,25-10-2021,27-08-2023,-999,1,,9168583214,USA
C111,Simran,,-5,Bangalore,not_a_date,,-999,10,user110@mail.com,,UK
C112,Simran,Male,200,Kolkata,24-10-2024,,-999,,,0,Australia
,Ravi,,,Pune,22-02-2022,missing,N/A,10,user112mail.com,abc123,
C114,,female,,,24-06-2021,22-07-2024,1520.66,10,,0,
115,,,200,Pune,14-07-2021,missing,2625.32,,user114@mail.com,abc123,
,Ravi,M,200,Chennai,not_a_date,,N/A,2,,9985835755,Canada
,Pooja,Male,,Kolkata,07-07-2024,13-05-2025,N/A,-1,,,Australia
118,Sneha,Male,200,,not_a_date,missing,,10,,9686175993,Canada
C119,Kiran,male,57,Delhi,07-07-2021,missing,N/A,5,,abc123,UK
120,,,,Delhi,,missing,,5,,abc123,USA
121,,,70,Hyderabad,not_a_date,,N/A,,,9888717508,Canada
C122,Sneha,F,-5,Pune,,,N/A,-1,,abc123,USA
,Ankit,,-5,Chennai,not_a_date,,-999,,,,USA
124,Pooja,Male,-5,Hyderabad,11-05-2024,missing,-999,-1,,0,Canada
C125,,F,-5,Kolkata,08-06-2024,missing,,,user124@mail.com,abc123,Canada
126,,M,33,Hyderabad,,,N/A,,,,USA
,,male,200,Delhi,01-02-2024,,-999,10,,,Australia
128,Ankit,M,200,Pune,07-03-2024,missing,,-1,user127@mail.com,,India
129,Ankit,F,-5,Hyderabad,,,384.1,,,abc123,USA
130,Ravi,Male,46,Ahmedabad,,missing,-999,10,,,USA
,Simran,male,-5,Ahmedabad,not_a_date,,,10,user130mail.com,,India
132,Priya,F,200,Ahmedabad,12-06-2021,,-999,10,,abc123,India
133,Ankit,female,,Chennai,not_a_date,16-10-2020,101.52,5,user132@mail.com,9652552199,
C134,Ankit,female,200,,02-11-2025,19-07-2024,,10,,9804907196,
135,Neha,,21,Mumbai,29-05-2021,missing,3106.84,3,,abc123,Australia
136,Ankit,,-5,Delhi,not_a_date,04-01-2025,177.15,10,,abc123,Australia
137,Sneha,female,39,Kolkata,11-11-2022,missing,-999,,,0,Australia
138,Ankit,M,,Ahmedabad,22-06-2021,01-12-2020,-999,5,user137mail.com,abc123,USA
139,Amit,Female,,Hyderabad,23-07-2024,12-01-2021,N/A,-1,,0,USA
,Ravi,male,,Pune,not_a_date,,4302.36,-1,user139mail.com,,
C141,Neha,,29,Kolkata,,,,10,,abc123,USA
C142,Amit,Male,67,Kolkata,29-11-2024,,3979.83,,user141@mail.com,0,USA
C143,Rahul,Male,200,Delhi,13-05-2025,,,,user142mail.com,,Australia
C144,Priya,male,-5,,13-03-2025,,,,user143mail.com,,UK
C145,,female,,,,05-12-2025,,10,,0,
146,,Male,-5,Pune,05-05-2021,missing,819.86,1,user145mail.com,,USA
,Pooja,F,,Chennai,,25-01-2021,4938.36,10,,abc123,Australia
148,Amit,,68,Chennai,,missing,N/A,-1,,9697055735,Canada
C149,Rahul,Female,38,Pune,16-03-2025,20-01-2026,N/A,2,user148@mail.com,0,India
150,Amit,,200,Ahmedabad,29-11-2025,missing,,4,,9843663784,Australia
,Kiran,F,28,,not_a_date,,-999,-1,user150mail.com,9234375714,Canada
,Simran,Female,-5,Hyderabad,20-07-2021,missing,N/A,-1,,,
153,Pooja,Female,200,Bangalore,,14-09-2021,,1,,9771638160,Canada
154,Amit,M,-5,Bangalore,not_a_date,missing,-999,10,user153mail.com,9720155538,USA
155,Neha,Male,200,Bangalore,,21-12-2025,-999,10,,,UK
C156,,M,35,Hyderabad,11-10-2020,missing,2102.22,10,,abc123,India
,Ravi,M,35,,15-05-2021,missing,-999,-1,user156mail.com,0,India
158,Pooja,,200,Kolkata,,missing,3902.94,10,user157@mail.com,abc123,Australia
C159,Rahul,F,,Bangalore,11-10-2024,,502.02,-1,,abc123,India
,,,-5,Mumbai,27-03-2021,12-10-2020,-999,10,user159@mail.com,,USA
C161,Pooja,Male,35,,18-11-2023,missing,-999,2,user160mail.com,0,India
,Pooja,F,200,Kolkata,05-08-2021,,N/A,10,,9893390866,USA
163,Amit,,200,Chennai,,,-999,,user162mail.com,9121774277,Canada
C164,Amit,F,200,Pune,18-01-2025,,,,,abc123,USA
165,Pooja,,,Kolkata,,09-02-2024,-999,,,9313537890,
C166,Rahul,,-5,Mumbai,,,1368.23,10,user165mail.com,0,UK
,,M,26,Chennai,28-04-2021,missing,,10,user166@mail.com,0,USA
,Ravi,M,,Pune,,missing,N/A,10,user167@mail.com,,USA
C169,,,,Hyderabad,23-08-2022,,N/A,5,user168@mail.com,abc123,
,,Female,-5,Chennai,,,,10,,,India
C171,Kiran,,,Hyderabad,24-02-2022,04-06-2024,-999,5,,0,India
C172,Neha,female,200,Bangalore,24-12-2023,missing,N/A,10,user171mail.com,9846259798,Canada
C173,Simran,F,-5,,02-06-2023,,-999,2,user172mail.com,,UK
C174,,female,22,Chennai,06-12-2024,,-999,,,,Australia
175,,Male,,Kolkata,not_a_date,missing,-999,-1,user174mail.com,9587234990,Canada
176,Kiran,female,200,Chennai,not_a_date,26-04-2022,N/A,10,,9718555066,India
C177,Ankit,,-5,Pune,not_a_date,26-03-2024,,-1,,9980832523,Canada
178,Priya,male,,Bangalore,24-03-2022,missing,4177.93,10,user177mail.com,0,USA
C179,Neha,,200,Delhi,not_a_date,,3779.89,-1,,9113550160,
,Ankit,M,,Ahmedabad,,10-06-2023,2578.36,10,user179@mail.com,abc123,USA
181,,F,-5,,10-06-2022,06-12-2023,N/A,-1,user180@mail.com,0,India
182,,,,,,missing,,,user181mail.com,,USA
C183,Pooja,M,-5,Delhi,,missing,N/A,,,abc123,India
,Simran,Male,200,Delhi,,missing,2530.03,10,user183mail.com,0,Canada
C185,,male,37,Hyderabad,not_a_date,,N/A,2,,0,UK
,Ravi,M,,Bangalore,not_a_date,,,-1,user185@mail.com,abc123,Australia
187,Sneha,female,200,Pune,07-12-2020,08-03-2025,3124.58,,user186mail.com,9972896838,India
C188,Ankit,,,,,13-04-2023,,-1,user187mail.com,9237430673,
189,Ravi,,,,02-10-2025,,,,user188mail.com,0,Australia
,Sneha,Male,200,Hyderabad,not_a_date,missing,N/A,,,9987123952,USA
191,Rahul,male,44,,20-05-2024,08-09-2023,,3,,9299298806,Canada
192,,female,18,Kolkata,27-09-2024,,3740.72,,,0,Australia
C193,Rahul,,,Delhi,22-10-2023,,-999,1,,,India
C194,Amit,Male,,Delhi,12-03-2023,missing,-999,10,,9714934659,
195,Kiran,female,200,,23-01-2023,,,10,user194mail.com,abc123,Canada
196,Ravi,,58,Hyderabad,11-01-2023,,N/A,1,,0,USA
,Pooja,,62,,25-10-2021,29-01-2023,1644.7,,user196@mail.com,,India
,Ankit,,200,Chennai,,missing,N/A,10,,abc123,USA
C199,Simran,Female,,Delhi,24-05-2021,,N/A,10,,0,UK
C200,Simran,M,22,Pune,not_a_date,,-999,4,user199@mail.com,,
201,Kiran,M,-5,Mumbai,,04-05-2022,2647.56,-1,user200@mail.com,abc123,India
,Ankit,M,200,Kolkata,,,709.67,1,,0,UK
C203,Ankit,Male,,Hyderabad,,07-02-2024,3829.56,,,,
,Sneha,M,200,Hyderabad,not_a_date,,N/A,,user203@mail.com,0,USA
205,,F,,Mumbai,21-12-2025,,N/A,5,user204@mail.com,9791865466,
206,Priya,Male,200,Pune,,,-999,2,,abc123,UK
207,Simran,male,,Kolkata,24-08-2024,,,-1,,0,Australia
208,Sneha,,70,Ahmedabad,16-02-2023,30-11-2021,,-1,,,Canada
209,Pooja,F,28,Chennai,not_a_date,26-07-2021,-999,10,,9390664690,
210,,female,200,Kolkata,,missing,N/A,10,,0,USA
C211,Sneha,F,200,Hyderabad,27-01-2023,missing,N/A,10,user210@mail.com,9276155320,
,Ankit,Male,68,,not_a_date,,-999,,,9846225860,Australia
213,,male,,Mumbai,,missing,-999,,user212mail.com,9505365883,
214,Kiran,male,,Bangalore,03-11-2020,,N/A,,,abc123,Australia
C215,,Male,,Hyderabad,,28-05-2025,-999,,user214@mail.com,9401632753,Australia
,,M,-5,Ahmedabad,19-02-2022,22-06-2025,,10,user215@mail.com,0,USA
217,Pooja,female,-5,Pune,20-08-2020,missing,3742.84,,,0,Canada
,Ankit,Female,200,Ahmedabad,08-11-2023,,-999,,user217@mail.com,9811991281,Australia
C219,,F,30,Ahmedabad,04-08-2021,14-01-2021,,2,user218mail.com,9917761214,
220,Amit,Male,65,Ahmedabad,,missing,909.91,-1,,0,
,Priya,Male,200,Ahmedabad,13-09-2024,missing,,,user220mail.com,,Canada
222,Ravi,M,-5,Mumbai,26-04-2021,,3141.85,,user221mail.com,abc123,
223,Kiran,M,200,Delhi,,11-08-2024,4163.86,1,,0,India
,,Female,18,Kolkata,,24-05-2024,4036.77,3,,9977208316,
C225,Ravi,Male,-5,Bangalore,03-03-2025,12-12-2023,,3,,0,UK
226,Amit,male,200,,,16-02-2021,1994.89,10,,0,Australia
,Kiran,Female,,Pune,09-08-2020,,-999,10,,,Canada
C228,Pooja,Male,45,Kolkata,07-10-2024,14-06-2024,-999,10,,9886044184,UK
C229,Simran,Female,200,Delhi,27-01-2023,missing,-999,,user228mail.com,0,
,Amit,Female,,Mumbai,not_a_date,15-05-2021,,10,user229@mail.com,,UK
231,,M,50,Delhi,,missing,N/A,,user230@mail.com,0,USA
232,,F,-5,Bangalore,28-12-2020,missing,,4,,0,Australia
233,Neha,M,31,Mumbai,28-03-2023,26-12-2023,,1,user232mail.com,0,USA
234,,female,,Bangalore,28-12-2025,missing,-999,4,user233@mail.com,abc123,Canada
235,Ravi,male,-5,Bangalore,,05-03-2022,-999,10,user234@mail.com,9292915130,Australia
236,Ravi,F,200,Bangalore,,,1413.4,2,,0,USA
237,Ankit,M,-5,Mumbai,25-06-2025,,N/A,4,,,USA
,,male,,,,missing,1385.67,3,,9707836199,Canada
,,,,Pune,,,-999,3,user238mail.com,abc123,India
240,Sneha,male,64,Mumbai,,27-03-2024,-999,10,,abc123,USA
241,,Male,-5,Ahmedabad,,,,10,user240mail.com,,UK
242,Pooja,male,,,,29-02-2024,-999,5,,abc123,UK
243,Neha,F,,Bangalore,02-02-2021,27-07-2025,4995.66,1,user242mail.com,abc123,
244,Kiran,male,200,Ahmedabad,06-08-2022,missing,-999,10,,,Australia
245,Amit,,,Bangalore,13-12-2021,,,-1,,abc123,Canada
C246,Ankit,Female,-5,,12-09-2023,26-12-2022,-999,10,user245mail.com,abc123,Canada
C247,Ankit,Female,200,Pune,15-12-2022,,,-1,,9167697380,India
C248,,male,,Delhi,,04-03-2024,,10,user247mail.com,,India
,Kiran,F,,Kolkata,not_a_date,,N/A,10,,,
250,Rahul,female,200,Mumbai,14-08-2021,missing,4031.03,-1,user249mail.com,9822824862,Australia
251,Ravi,F,58,Mumbai,,06-05-2024,,-1,user250mail.com,,India
C252,Kiran,,200,Delhi,16-01-2024,,N/A,-1,,,USA
,Kiran,F,,Ahmedabad,22-05-2023,,4376.34,-1,,9358695410,India
254,Simran,female,,,,missing,3820.96,-1,,9285061651,USA
255,Ravi,Female,,Mumbai,08-06-2023,10-02-2022,-999,10,,,Australia
,Pooja,Male,,,15-03-2024,02-05-2021,712.93,,,abc123,
,,female,200,Delhi,,,,10,,9868484957,
258,Sneha,F,47,Bangalore,,,,,user257mail.com,,UK
259,Ravi,Female,-5,Hyderabad,not_a_date,missing,-999,,,,USA
260,Neha,male,-5,Pune,not_a_date,missing,,10,user259@mail.com,abc123,UK
261,Sneha,M,,,10-04-2023,17-08-2022,2823.08,,,abc123,USA
C262,Neha,,,,11-04-2021,,1181.7,10,,,Australia
,Priya,male,200,Delhi,not_a_date,23-09-2021,2531.66,-1,,,India
,Neha,F,69,Pune,not_a_date,,,10,,abc123,Canada
265,Ankit,female,-5,Ahmedabad,05-03-2021,,N/A,1,user264@mail.com,abc123,UK
266,Neha,Male,200,Pune,14-11-2022,,-999,-1,user265mail.com,,USA
267,Ravi,,,Pune,,,-999,-1,user266mail.com,,Australia
268,Kiran,male,-5,Chennai,18-11-2025,missing,N/A,-1,,0,India
C269,,female,,Delhi,04-04-2023,,-999,-1,,abc123,Canada
270,,Male,,Pune,not_a_date,missing,,-1,,abc123,USA
,Sneha,,200,Bangalore,27-02-2023,30-06-2022,,-1,,abc123,
272,,M,200,Kolkata,04-10-2021,16-07-2023,N/A,5,user271mail.com,,UK
273,Simran,,20,Hyderabad,,18-11-2023,2238.05,10,user272mail.com,0,India
274,,F,200,Mumbai,27-05-2025,09-03-2021,2601,2,user273@mail.com,abc123,Australia
,Neha,F,200,Ahmedabad,16-02-2025,,993.15,2,,abc123,India
276,Pooja,,,Pune,21-12-2024,07-03-2025,2368.71,,,,USA
C277,Rahul,,37,Delhi,25-01-2022,,,10,user276@mail.com,9324807983,UK
C278,Pooja,Male,,,,,902.19,10,,9887534385,India
279,Pooja,M,,Kolkata,,missing,,10,user278mail.com,abc123,USA
280,Neha,Male,-5,Ahmedabad,,,2128.85,5,,0,Canada
C281,Rahul,female,200,Chennai,05-11-2024,,N/A,4,user280@mail.com,,Canada
C282,Kiran,female,200,Bangalore,not_a_date,25-12-2020,4500.88,-1,user281@mail.com,9945824020,UK
283,,M,51,Pune,01-11-2021,,N/A,10,user282mail.com,0,
C284,Priya,,200,Ahmedabad,,,,4,,,Canada
285,Amit,,-5,Delhi,13-10-2023,,2667.21,-1,user284mail.com,abc123,UK
286,Priya,female,-5,Delhi,24-02-2025,missing,N/A,-1,,9741682924,Australia
,Ravi,M,200,Pune,not_a_date,missing,-999,,,abc123,Australia
,Simran,,,Pune,not_a_date,14-01-2021,4204.21,10,user287@mail.com,0,Australia
C289,Amit,F,-5,Pune,27-07-2024,missing,,1,,9451561433,
,Simran,,40,Hyderabad,23-02-2025,,-999,,user289@mail.com,abc123,Australia
291,,M,,Hyderabad,not_a_date,missing,4281.27,10,,,USA
292,Simran,F,,,,missing,3142.21,-1,,9569213258,
,Ankit,F,200,Pune,not_a_date,16-04-2023,,2,,,India
294,Rahul,M,,Chennai,20-12-2022,missing,N/A,-1,user293mail.com,abc123,UK
295,,M,-5,Ahmedabad,,,-999,-1,user294@mail.com,,
,Simran,,,Delhi,11-07-2022,01-03-2025,2901.09,10,,9945374121,UK
297,Sneha,,26,Ahmedabad,,06-03-2025,N/A,5,user296mail.com,abc123,USA
C298,Simran,male,61,Delhi,27-02-2024,29-05-2024,-999,10,,,USA
C299,Priya,Female,,Pune,26-07-2025,missing,280.11,4,user298mail.com,abc123,USA
,Pooja,,-5,Kolkata,02-12-2025,missing,,-1,user299@mail.com,0,USA
301,Amit,M,-5,Chennai,,missing,1591.55,5,user300mail.com,0,Australia
302,Amit,,41,Hyderabad,not_a_date,missing,1593.53,-1,user301mail.com,9533287625,USA
303,Amit,F,52,Kolkata,07-07-2024,,,-1,,abc123,USA
304,Ankit,female,64,Chennai,13-09-2024,,,-1,,0,India
305,Kiran,M,200,Chennai,04-08-2025,,N/A,-1,user304mail.com,0,
,Kiran,F,70,Bangalore,08-11-2023,,,2,,,
307,Ankit,male,200,Chennai,26-12-2022,,-999,-1,user306@mail.com,abc123,UK
308,Amit,male,-5,Ahmedabad,,,,1,user307mail.com,abc123,USA
C309,,M,,Delhi,,missing,2403.96,-1,user308mail.com,0,USA
310,,male,,Ahmedabad,26-02-2023,missing,N/A,,user309@mail.com,0,India
C311,Ravi,M,200,Mumbai,not_a_date,,N/A,2,,0,India
,Priya,M,28,Chennai,16-10-2021,09-04-2022,,10,,,Canada
,Neha,,-5,Kolkata,,,,10,user312mail.com,9612916888,India
314,Simran,Male,-5,Mumbai,,missing,N/A,3,user313@mail.com,abc123,USA
,Priya,M,-5,,not_a_date,missing,174.48,,,9234182935,Canada
C316,Sneha,Male,,Chennai,,,N/A,5,user315mail.com,abc123,Canada
317,Kiran,F,,Chennai,not_a_date,,1677.55,-1,user316mail.com,0,USA
C318,Ravi,M,26,Mumbai,,04-04-2022,N/A,-1,,,Australia
319,Priya,,200,,not_a_date,missing,3555.67,,,9138046997,
320,Amit,,200,,30-04-2023,missing,N/A,10,user319@mail.com,0,India
321,,male,200,,26-04-2023,missing,N/A,2,user320mail.com,abc123,India
322,,,200,Ahmedabad,16-12-2022,13-11-2023,-999,-1,user321@mail.com,,
,Priya,,,Chennai,,missing,N/A,-1,user322@mail.com,9723807759,Canada
C324,Neha,,200,,15-11-2022,31-12-2024,-999,10,,9270474264,India
,,male,-5,Pune,06-10-2020,18-10-2022,2294.07,10,,0,Australia
326,Kiran,female,200,Pune,11-10-2022,,N/A,10,,abc123,USA
327,Neha,male,-5,Mumbai,not_a_date,missing,-999,5,user326@mail.com,9943649906,USA
328,,F,-5,Bangalore,27-03-2022,missing,-999,-1,,,India
329,Amit,M,,Pune,not_a_date,missing,-999,,,0,USA
330,Rahul,,67,Mumbai,not_a_date,,N/A,-1,,0,USA
331,Pooja,female,,Kolkata,not_a_date,,,3,,abc123,Canada
C332,Ravi,Male,,Bangalore,,,N/A,1,,0,UK
,Pooja,female,-5,Hyderabad,20-02-2025,missing,-999,10,,abc123,India
C334,Ankit,F,200,Bangalore,,missing,3467.58,2,user333@mail.com,9709671208,
335,Pooja,Female,36,Kolkata,not_a_date,missing,-999,,,abc123,Australia
336,Kiran,male,-5,Hyderabad,09-06-2021,missing,2013.93,2,user335mail.com,,
C337,Ankit,Female,68,Chennai,not_a_date,10-09-2020,,-1,user336@mail.com,,Australia
338,Kiran,,,Mumbai,10-04-2023,,-999,,,abc123,Australia
339,Rahul,F,-5,Kolkata,,,-999,2,,abc123,USA
C340,,Female,-5,Kolkata,,,,-1,user339@mail.com,,USA
341,Pooja,,200,Hyderabad,not_a_date,missing,N/A,,,abc123,Canada
342,Rahul,Female,,Chennai,25-11-2021,,-999,10,,9799951183,UK
,Ankit,female,-5,Hyderabad,not_a_date,,,,,,India
344,Sneha,female,-5,Hyderabad,not_a_date,11-07-2025,,2,,0,Canada
345,Pooja,M,200,Ahmedabad,,missing,,-1,,abc123,UK
C346,Pooja,F,200,Bangalore,,03-05-2025,,,user345@mail.com,9368527784,Canada
C347,,Male,67,Bangalore,11-07-2023,16-05-2025,-999,-1,user346@mail.com,0,
348,Amit,Male,,Kolkata,13-07-2021,missing,N/A,4,,9852108326,Australia
349,Ravi,,,Chennai,15-03-2021,03-04-2024,,4,,abc123,USA
C350,Ravi,male,,Bangalore,,missing,4408.13,-1,,9483049485,UK
,Sneha,Female,200,Delhi,02-03-2025,,N/A,-1,user350mail.com,9396252097,
352,Neha,Male,-5,Hyderabad,,missing,-999,10,,9640972891,UK
C353,Ankit,,-5,Bangalore,18-01-2026,missing,N/A,10,,9983356733,Australia
C354,Ravi,,200,Chennai,,,-999,10,,0,Canada
C355,,Female,200,Pune,,,2209.73,,user354@mail.com,,Canada
C356,,Male,54,Chennai,22-07-2023,missing,N/A,10,user355mail.com,abc123,India
357,Ankit,Male,,Chennai,26-10-2025,missing,,10,,9544009651,USA
C358,Pooja,Female,200,Bangalore,not_a_date,06-09-2022,N/A,-1,,9531164560,Australia
359,,male,-5,Kolkata,,missing,-999,10,,9819682065,USA
,Priya,,53,,not_a_date,04-12-2023,,,,abc123,USA
